country,event_date,event_name,event_photo_url,event_purpose,event_report_url,event_time,event_tweet_url,event_video_url,has_event_report,latitude,longitude,mini_grant_winner,num_participants,online,online_event_url,organisers,place,report_question_1,report_question_2,report_question_3,slug,timezone,url,world_region_code,world_region_text
Somalia,2021-03-06,"Advancing the production, dissemination and openness of sex disaggregated data in Somalia",,"Advancing the production, dissemination and openness of sex-disaggregation of data in Somalia in support of evidence-based planning and policy-making ",,10:00,https://twitter.com/FeministHawa/status/1366830437667061762,,False,11.275541,49.187901,True,21,True,https://forms.gle/VRxmxMpL8tV2kE3N7,"Linda Said, Hawa Feminist Coalition",Bosaso,,,,advancing-the-production-dissemination-and-openness-of-sex-disaggregated-data-i,EAT,,EMEA,"Europe, Middle East & Africa"
Kenya,2021-03-06,Africa Open Data Day 2021: Promoting transparent Covid-19 data governance in Kenya,,"To promote rich dialogue while focusing on country perspectives on issues regarding data transparency, particularly around Covid-19 data governance",,10:00,https://twitter.com/Open_Institute/status/1367067607053053961,https://www.youtube.com/watch?v=Y0WnIOjIsNg,False,-1.292066,36.821945,False,100,True,https://tinyurl.com/dataday2021,Open Institute,Nairobi,,,,africa-open-data-day-2021-promoting-transparent-covid-19-data-governance-in-ken,EAT,,EMEA,"Europe, Middle East & Africa"
Mexico,2021-03-05,Apertura y uso de datos en CDMX – Open Data Day 2021,,"En el marco del Open Data Day 2021, vamos a conocer experiencias de apertura y uso de datos en la Ciudad de México.

Conoce qué datos utilizan, cuáles han sido sus hallazgos y sigue sus iniciativas

Acompáñanos en la transmisión en vivo el viernes 5 de marzo a las 4 pm (hr México).

Los proyectos que compartirán sus iniciativas dateras son:

Agencia Digital de Innovación Pública (ADIP) - Alejandra González y Raúl Castellanos
#DatoChilango (Hasel + Chilango) - Carlos Castro
Resoluciones del InfoCDMX - Ma Carmen Nava
Secretaría de las Mujeres CDMX - Dulce Colín
Hoteles feminicidas - Fernanda Cortina
Secretaría de Movilidad (SEMOVI)- Álvaro Madrigal
Impacto de ciclovías - Victor Alvarado - www.cicloviaspermanentes.org",,16:00,https://twitter.com/socialtic,https://www.youtube.com/watch?v=Vfoyylksl7A,False,19.4326,-99.1332,False,100,True,https://meet.google.com/gjj-duaz-okk,SocialTIC,Mexico City,,,,apertura-y-uso-de-datos-en-cdmx-open-data-day-2021,CST,https://socialtic.org/events/apertura-y-uso-de-datos-en-cdmx-open-data-day-2021/,AMER,The Americas
United Kingdom,,"asencis 2021 Open Data Day - When we talk about open data, what exactly are we talking about?",,,,,,,False,52.205276,0.119167,False,100,True,,"Michael Roberts, asencis Ltd",United Kingdom,,,,asencis-2021-open-data-day-when-we-talk-about-open-data-what-exactly-are-we-t,,https://asencis.com,EMEA,"Europe, Middle East & Africa"
Taiwan,2021-03-06,Asia Open Data Portal - Data Application Workshop,,"Introduce Asia Open Data Portal and cross-countries datasets to the public, and encourage more data application",,10:00,,https://www.youtube.com/watch?v=l7l_e04Kg64,False,25.032969,121.565414,False,50,True,https://seminars.tca.org.tw/D15s00033.aspx,Asia Open Data Partnership (AODP),Taipei,,,,asia-open-data-portal-data-application-workshop,CST,https://dataportal.asia/home,APAC,Asia & The Pacific
Nigeria,,Awareness Campaign Summit For Open Data,,We hope to achieve achieve tracking of unhealthy waste dump in Nigeria using open mapping and the need to caution the effect of unhealthy waste disposal,,,,,False,4.982873,8.334503,False,180,False,,Environmental Awareness,Calabar,,,,awareness-campaign-summit-for-open-data,,https:/facebook.com/groups/2285594121653772/,EMEA,"Europe, Middle East & Africa"
Turkey,2021-03-07,Açık Veriyi Anlama ve Kullanma Eğitimi / Training of Open Data Understanding and Using,,It aims to give practical answers to the questions of how and why open data should be used,,13:00,https://twitter.com/zeministanbul/status/1366719941550858242,,False,41.027798,28.972587,False,200,True,https://www.facebook.com/zeministanbul/posts/2049223211906706,İBB Zemin İstanbul-Veri Okuryazarlığı Derneği / IMM Zemin Istanbul-Data Literacy Association,Istanbul,,,,acik-veriyi-anlama-ve-kullanma-egitimi-training-of-open-data-understanding-and,TRT,https://zeministanbul.ist/tr/event/acik-veri-gunu-ozel-acik-veriyi-anlama-ve-kullanma-egitimi/,EMEA,"Europe, Middle East & Africa"
Argentina,,BA en Datos,,Dar a conocer y fomentar la reutilización de los datos públicos producidos y publicados por el gobierno de  la Ciudad de Buenos Aires.  Encontrar formas innovadoras para comunicar las políticas públicas y los datos de la Ciudad. Fomentar el trabajo colaborativo con la ciudadanía y otros actores de la sociedad,,,,,False,-34.61594,-58.433449,False,100,True,,Gobierno de la Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,,,,ba-en-datos,,https://www.buenosaires.gob.ar/baendatos,AMER,The Americas
Colombia,2021-03-06,Cajicá: Ciudadanías y Digitales Gobierno Abierto ,,"Usaremos Hypothesis, TiddlyWiki, Pharo y Grafoscopio como una caja de herramientas de tecnologías cívicas, que nos sirvan para hacer más fluida la participación entre ciudadanía e instituciones, en particular las gubernamentales",,9:30,https://twitter.com/offrayLC/status/1367151099174608896,,False,4.711,-74.0721,False,,True,https://meet.jit.si/DataWeek,Offray Luna / Grafoscopio Community,Bogota,,,,cajica-ciudadanias-y-digitales-gobierno-abierto,COT,https://mutabit.com/repos.fossil/indieweb/uv/docs/es/miniwiki/indieweb-brea.html#Data%20Roda%2057,AMER,The Americas
Italy,2021-03-06,Calabria open data 2021 ,,Un evento di confronto e discussione su zoom con le scuole aderenti ad Asoc2021 dalle ore 10.00 alle 13.00. i team spiegheranno i dati aperti usati nel percorso di monitoraggio dei progetti locali e il percorso di coinvolgimento delle proprie comunità,,10:00,https://twitter.com/BibliotecaUJI/status/1366659740617629701,,False,38.33996,16.29599,False,100,True,,Associazione Eurokom,Gioiosa Jonica,,,,calabria-open-data-2021,CET,,EMEA,"Europe, Middle East & Africa"
Spain,,Celebrating Aragón open data,,Visits and users to portal opendata.aragon.es,,,,,False,41.652906,-0.892039,False,,False,,Aragón Open Data,Zaragoza,,,,celebrating-aragon-open-data,,https://opendata.aragon.es,EMEA,"Europe, Middle East & Africa"
Afghanistan,2021-03-06,Celebrating Open Data Day (Promoting Open Data in Afghanistan & Beyond),,"We want the Afghan researchers, data enthusiasts, also the Afghan government to be aware of this movement and encourage this idea at the policy level",,13:00,https://twitter.com/PorseshResearch/status/1367362452510375936,https://www.facebook.com/Porsesh.af.org/videos/446251436704193,False,34.555347,69.207489,False,20,True,https://www.facebook.com/Porsesh.af.org/posts/1319153891781207,Porsesh Research and Studies Organisation موسسه تحقیقاتی و مطالعاتی پرسش,"Kabul, Afghanistan",,,,celebrating-open-data-day-promoting-open-data-in-afghanistan-beyond,AFT,https://www.facebook.com/Porsesh.af.org/photos/a.264143380615602/1317881378575125,EMEA,"Europe, Middle East & Africa"
Nepal,2021-03-06,Celebration of Open Data Day 2021 - Aalital Gaunpalika,,Solidarity towards International Open Data Day,,,,,False,31.1838,29.90291,False,60,False,,"Aalital Rural Municipality, Dadeldhura",Aalital Gaunpalika,,,,celebration-of-open-data-day-2021-aalital-gaunpalika,NPT,https://aalitalmun.gov.np/,APAC,Asia & The Pacific
Japan,2021-03-07,Chibae - Online photo mapping party,,It is an event that collects photos of attractive places in Chiba prefecture and displays them on a map,,14:00,,,False,35.85149,139.896622,False,30,True,https://www.facebook.com/events/782108369389440,Data utilisation working group - Chiba Prefecture Regional IT Promotion Council,Chiba Prefecture,,,,chibae-online-photo-mapping-party,JST,https://www.facebook.com/ritpcc.data/,APAC,Asia & The Pacific
South Africa,2021-03-06,Civic data hackathon - for techies and not so techies,,"We're going to try and create an online space where techies and non techies can meet each other, look at the problems we're facing, and see what we can do about it",,10:00,https://twitter.com/codebridge/status/1367075401726582784,,False,-33.918861,18.4233,False,30,True,https://www.meetup.com/Codebridge/events/276287010,Codebridge,Cape Town,,,,civic-data-hackathon-for-techies-and-not-so-techies,SAST,https://www.meetup.com/Codebridge/events/276287010,EMEA,"Europe, Middle East & Africa"
Japan,2021-03-06,CivicTech俯瞰図鑑をオープンデータ化しよう (Let's openly publish the data of CivicTech Fukan-Zukan),,Openly publishing the data of Japanese domestic civic tech communities using Wikidata,,19:00,,,False,35.15622,136.924111,False,5,True,https://www.facebook.com/events/1421927124808372,Code for Nagoya,Nagoya,,,,civictechfu-kan-tu-jian-woopundetahua-siyou-let-s-openly-publish-the-data-of-civictech-fukan-zuka,JST,https://www.facebook.com/events/1421927124808372,APAC,Asia & The Pacific
Mongolia,2021-03-06,Civil Society and Open Data in Mongolia ,,"The main goal of this event is to build capacity and awareness in the local community, so that more people in the Mongolian scientific/NGO communities are prepared to create and use geospatial data",,10:00,https://twitter.com/GeoMedeelel/status/1364472775214305280,,False,47.886398,106.905746,False,30,True,https://zoom.us/j/98045955273,"Erdenetsogt Sumiyasuren, Public Lab Mongolia",Ulaanbaatar,,,,civil-society-and-open-data-in-mongolia,UST,,EMEA,"Europe, Middle East & Africa"
Uganda,,Climate Action - Uganda,,Am hoping to achieve climate change through sensitising the public about what to do to conserve the climate and environment,,,,,False,-0.58456,30.65839,False,100,False,,"Akatwijuka, Boniface, Debbugers int.",Mbarara,,,,climate-action-uganda,,,EMEA,"Europe, Middle East & Africa"
Tanzania,2021-03-06,Coastal cleanup and dialogue on the importance/value of volunteerism in generating quality data,https://twitter.com/zaveco1/status/1368188544582361096,,,9:00,https://twitter.com/RayaIdrissa/status/1368177252719079432,,False,-6.2680412,39.2416056,False,40,False,,SUZA YouthMappers,Zanzibar,,,,coastal-cleanup-and-dialogue-on-the-importance-value-of-volunteerism-in-generati,EAT,https://twitter.com/SUZAYouthMapper,EMEA,"Europe, Middle East & Africa"
Italy,2021-03-05,Collaborative and Humanitarian Mapping #1: OpenStreetMap introduction (Open Data Day),,"The first part of the event will aim to introduce participants to OSM by explaining the project and the milestones reached so far, as well as the basic concepts of mapping. In the second part of the event, an example of how OSM is now fundamental in the humanitarian world will be illustrated",,16:00,,,False,45.477587,9.23513,True,50,True,https://www.facebook.com/events/265658878337671/,PoliMappers,Milan,,,,collaborative-and-humanitarian-mapping-1-openstreetmap-introduction-open-data,CET,https://www.facebook.com/polimappers/,EMEA,"Europe, Middle East & Africa"
Portugal,,COMMON PLACE: Talking about co-housing and communities of sharing,,"Our main goal is boosting a debate on alternative, community-managed forms of housing in the city of Lisbon based on the model of grant of use and raising awareness on the importance of mapping accessible data on available real estate resources owned by the city. ",,,https://twitter.com/TuTelaNetwork,,False,38.722252,-9.139337,True,20,True,,"Micol Brazzabeni and Kitti Baracsi, TuTela Learning Network,",Lisbon,,,,common-place-talking-about-co-housing-and-communities-of-sharing,,https://tutela.network/,EMEA,"Europe, Middle East & Africa"
Colombia,2021-03-06,Community Mapping Online Event 2021,,To strengthen a global community network data collecters focusing on sharing experiences from cases where mapping tools were used for community empowerment and use the insights to co-design a platform to empower data collecters,,9:00,,https://www.youtube.com/playlist?list=PL63qkxAMZRh-PyM4b4QqeiQKlSQbJ_9Br,False,-12.977749,-38.501629,False,60,True,https://www.facebook.com/events/127490719256063/,Patricia Lustosa Brito - YouthMappers UFBA,Salvador,,,,community-mapping-online-event-2021,COT,https://sites.google.com/view/communitymappingonlineevent/home?authuser=0,AMER,The Americas
Nepal,,Community Techno hub Inauguration and Open Data Declaration ,,Celebrate International Open Data Day with different events,,,,,False,29.24364,80.457932,False,60,False,,Nawadurga Rural Municipality,Nawadurga Dadeldhura ,,,,community-techno-hub-inauguration-and-open-data-declaration,NPT,,APAC,Asia & The Pacific
Colombia,,Como usar datos abiertos para luchar contra la corrupción,,Presentar como por medio de la interoperabilidad de conjuntos abiertos se desarrollo una plataforma anticorrupción que ha sido un caso de exito en Colombia,,,,,False,4.59581,-74.078658,False,50,True,,Gabriel Andrés Alzate Acuña,Bogotá,,,,como-usar-datos-abiertos-para-luchar-contra-la-corrupcion,,https://portal.paco.gov.co,AMER,The Americas
Uruguay,2021-03-06,Concepción Transparente - Gastos COVID-19,,Mostrar los montos y las empresas contratadas en el marco de COVID-19,,10:00,https://twitter.com/DataConcepcion/status/1366518528074018818,,False,-32.48465,-58.232929,True,40,True,https://docs.google.com/forms/d/e/1FAIpQLSdszZITDrsuxzK2L2_SEvjcPqDKe_1IdFJHCL_d7UdNSJkDUw/viewform,Datos Concepcion,Concepción del Uruguay ,,,,concepcion-transparente-gastos-covid-19,UST,http://www.datosconcepcion.com.ar/opendataday/,AMER,The Americas
Mexico,,Contrataciones Abiertas,,Visualizar la importancia de los datos en la Contratación Estatal para incluir mayor oferta y disminuir los gastos para mejorar las presentaciones estatales,,,,,False,25.51781,48.5131,False,100,True,,Centro de Innovación para las Contrataciones y Abastecimiento Estatal,Online,,,,contrataciones-abiertas,,,AMER,The Americas
Benin,,Contribution of open data in the identification of local and national problems in Africa: a comparative study of the data,,"For our event, we will share with our audience (local elected officials and students), how to identify local and national issues from a comparative study of data and raise awareness about the use of open data",,,,,False,6.63756,1.71207,False,60,False,,Antonin Comlan  AGNIHOUEDE;  NGO TOUCHE D’ÉPANOUISSEMENT COMMUNAUTAIRE,Lokossa,,,,contribution-of-open-data-in-the-identification-of-local-and-national-problems-i,,,EMEA,"Europe, Middle East & Africa"
Argentina,2021-03-04,Conversatorio Modelo de gobernanza de los datos públicos,,,,15:30,https://twitter.com/martinezdolom/status/1367543349570371593,https://www.youtube.com/watch?v=GCEOfPMAyXc,False,-34.6098208,-58.5239271,False,30,True,,"Dolores Martinez, Diputada Nacional por CABA
Antes, Directora de Modernización Parlamentaria en 
Diputados Argentina",Buenos Aires,,,,conversatorio-modelo-de-gobernanza-de-los-datos-publicos,AST,,AMER,The Americas
Italy,,Cosa sono gli open data,,"Through the presentation of Simone Aliprandi's books, we will deepen what open data are, what are the advantages of open data and why it is important to encourage its adoption in government, business and civil society",,,,https://www.youtube.com/watch?v=wMFHbOV5ARs,False,43.844872,13.01688,False,,False,,Sistema Bibliotecario del Comune di Fano,Fano,,,,cosa-sono-gli-open-data,,https://www.sistemabibliotecariofano.it,EMEA,"Europe, Middle East & Africa"
Democratic Republic of the Congo,,Covid Risk Datathon ,,The project main goal of the Covid Risk Datathon is to improve in-country Covid-19 data availability through open mapping of high risk areas in the city of Goma for the better pandemic management in the Democratic Republic of the Congo,,,,,False,-1.658501,29.220455,False,10,True,,CongoInThePicture,Goma,,,,covid-risk-datathon,,,EMEA,"Europe, Middle East & Africa"
Lesotho,,COVID-19 and Open Contracting,,The purpose of the event is to bring together various stakeholders to discuss the implications of open contracting in the time of Covid-19,,,,,False,-29.315077,27.486923,False,50,True,,Makhamisa Senekane,Maseru,,,,covid-19-and-open-contracting,,,EMEA,"Europe, Middle East & Africa"
Niger,2021-03-06,Damagaram Water Sanitation and Hygiene Open Data Day,,"Putting data to use solving the perennial water scarcity issue in Zinder, Niger",,,,,False,13.8063,8.9848,False,60,True,,African Street Business School and Entrepreneurship Hub,Abdoulsalam Adam Youth Centre (MJC) Damagaram Zinder,,,,damagaram-water-sanitation-and-hygiene-open-data-day,,https://www.facebook.com/100937231356194/posts/180138190102764/,EMEA,"Europe, Middle East & Africa"
Costa Rica,2021-03-06,Data Challenge: take advantage of the first dataset published under the OCDS in the country ,,Take advantage of the first dataset published under the OCDS in the country and improve the data literacy of university students,,10:00,https://twitter.com/ulacitcostarica,,False,9.940989,-84.07772,True,,True,https://www.eventbrite.com/e/data-challenge-ulacit-2021-tickets-141902023773,Universidad Latinoamericana de Ciencia y Tecnología (ULACIT),San José,,,,data-challenge-take-advantage-of-the-first-dataset-published-under-the-ocds-in,CST,,AMER,The Americas
Nigeria,,Data Driven Development for Sustained Future in Africa.,,To create a centralised knowledge and awareness on open information available for driving sustainable development in Africa; as well as bring an increased awareness on data-driven impact development in Nigeria. ,,,,,False,7.34872,3.87929,False,250,True,,Mr. Oluwatosin Philip Oguntunde,Ibadan,,,,data-driven-development-for-sustained-future-in-africa,,,EMEA,"Europe, Middle East & Africa"
Nigeria,,Data for equal development,,"This event will educate individuals on effective ways open data can be used to highlight pressing issues in Nigeria like insecurity, food shortages, Internally Displaced persons",,,,,False,5.49053,6.00485,False,60,True,,Samson Emeje,Ughelli,,,,data-for-equal-development,,,EMEA,"Europe, Middle East & Africa"
Ghana,2021-03-06,Data for equal development - Open Data Day 2021,,"Africa Digital Rights Hub is celebrating Open Data Day in collaboration with the Open Institute under the theme ""Data for Equal Development"". The discussions will focus on whether COVID-19 data should be made open or kept closed at the global level and what that will mean for access and use of such data in African countries in the context of the RestoreDataRights Declaration",,16:00,https://twitter.com/hub_adr/status/1368129639907024901,,False,5.5668662,-0.2081159,False,,True,https://zoom.us/webinar/register/WN_tTydoYU4Ts-TY-SX6JlV9g,Africa Digital Rights Hub,Accra,,,,data-for-equal-development-open-data-day-2021,GMT,https://africadigitalrightshub.org/,EMEA,"Europe, Middle East & Africa"
Nigeria,,"Data for equal development in Rivers State, Nigeria",,To create awareness for all inclusive development in Rivers State,,,,,False,30.0,30.0,False,30,False,,Young Youth Network for Good Leadership in Nigeria,"Port Harcourt, Rivers State",,,,data-for-equal-development-in-rivers-state-nigeria,,,EMEA,"Europe, Middle East & Africa"
Madagascar,2021-03-06,Data for SDGs Session,https://drive.google.com/drive/u/1/folders/1P5Z7a0DkYJmxkPeOlHsm-pDQL0ZaMwhe,Knowledge sharing about data for development and in the attainment of the Sustainable Development Goals,,,https://twitter.com/assomaidi/status/1368153518796906502,,False,-18.648327,48.302951,True,30,False,,Madagascar Initiatives for Digital Innovation,Antananarivo,,,,data-for-sdgs-session,EAT,https://www.association-maidi.mg,EMEA,"Europe, Middle East & Africa"
Tanzania,2021-03-06,Data journalism for accountability,,Reaching more journalism practitioners and university students pursuing data journalism ,,,https://twitter.com/NuktaAfrica/status/1361593751026552836,,False,-11.982008,37.078224,True,13,False,,"Tulinagwe Malopa, Nukta Africa",Dar es Salaam,,,,data-journalism-for-accountability,EAT,https://www.nuktaafrica.co.tz,EMEA,"Europe, Middle East & Africa"
Tanzania,,Data Journalism Training,,To maximise the use of open data to increase accountability through data journalism,,,https://twitter.com/NuktaAfrica/status/1368158530927271936,,False,-6.81492,39.28841,False,10,False,,Tulinagwe Malopa from Nukta Africa,Dar Es Salaam,,,,data-journalism-training,EAT,https://nuktaafrica.co.tz/,EMEA,"Europe, Middle East & Africa"
Guatemala,2021-03-06,Data journalism training for Open Data Day 2021 in Guatemala,,Actividad organizada por Ojoconmipisto para celebrar el día de los datos de abiertos con cuatro conferencias y la rifa de 10 Guías para fiscalizar desde el periodismo,,14:20,https://twitter.com/_ojoconmipisto/status/1367326834283667457,,False,15.7835,-90.2308,True,25,True,https://www.youtube.com/watch?v=Qioadw7txrA,Ojoconmipisto,,,,,data-journalism-training-for-open-data-day-2021-in-guatemala,CST,https://www.ojoconmipisto.com/,AMER,The Americas
Sierra Leone,,Data Orientation ,,The aim of organising this important event is to teach people about data and its importance,,,,,False,8.63828,-10.98386,False,50,False,,Tamba Foday Kamara (Prolific Family),Koidu City - Kono District,,,,data-orientation,,,EMEA,"Europe, Middle East & Africa"
Mali,,Data4Resilience,,Commitment of decision-makers and populations to promote open data for community development and resilience.,,,,,False,12.639232,-8.002889,False,50,True,,Nathalie SIDIBE,Bamako,,,,data4resilience,,,EMEA,"Europe, Middle East & Africa"
Nepal,2021-03-13,DataDive Kathmandu,,"At DataDive Kathmandu, we will work alongside teams of volunteer data scientists, developers, and designers to explore the key climate and environment data sources of Nepal",,11:00,,,False,27.7172,85.324,True,15,False,https://www.facebook.com/events/880292539433054/,Open Knowledge Nepal,"Kathmandu, Nepal",,,,datadive-kathmandu,NPT,http://oknp.org/,APAC,Asia & The Pacific
Spain,2021-03-05,Datathon 2021: retos en un mundo Postcovid,,"La esencia del datathon: Es una competición que durará 3 meses en la que todos los participantes tienen como desafío participar en alguno de los retos propuestos sobre turismo, agricultura o sanidad",,17:00,https://twitter.com/CtranspaUPV/status/1367746403871715336,https://www.youtube.com/watch?v=pF0Pu_C4s5c,False,40.4573,-3.754,False,30,True,https://www.eventbrite.es/e/entradas-datathon-2021-retos-en-un-mundo-post-covid-141602116743,"Antonia Ferrer Sapena. Universitat Politècnica de València, Universidad de Alicante, Universitat de València",Madrid,,,,datathon-2021-retos-en-un-mundo-postcovid,CET,https://www.ctranspa.webs.upv.es/datathon-2021/,EMEA,"Europe, Middle East & Africa"
Nigeria,2021-03-06,Datathon: Women and Data for Equitable Development,,"The general purpose of this datathon themed Women and Data for Equitable Development is to: build skills for women in tech/Data Science; link/connect open data to the Sustainable Development Goals and SDG 5 in particular. Therefore, the primary target of this event is Goal 5 which focuses on gender equality. Gender is a theme that cuts across the 2030 Agenda for Sustainable Development. There are 53 indicators that explicitly refer to sex, gender, women and girls. This Datathon will seek to ask Participants: to research data relating to any of the 53 indicators which promotes equitable development; build, test and explore solutions for equitable development.

It is the hope that this open data focussed event will educate participants and the general public about how women and data for equitable development are related",,,,,False,9.0765,7.3986,False,100,True,,Binta Moustapha 100 Women in Tech Nigeria,Abuja Nigeria,,,,datathon-women-and-data-for-equitable-development,,https://twitter.com/100WomenInTech1?s=09,EMEA,"Europe, Middle East & Africa"
Honduras,2021-03-06,Datos abiertos en infraestructura,,To present how we can promote help to promote sustainable infrastructure by analysing open data,,10:00,https://twitter.com/CostHonduras/status/1365387121423433728,,False,14.0818,-87.20681,True,40,True,https://us02web.zoom.us/meeting/register/tZcrcOGsqT0oH9D9r_ES9Nnrdfyk7dxKDgxT,CoST Honduras,Tegucigalpa,,,,datos-abiertos-en-infraestructura,CST,https://costhonduras.hn/,AMER,The Americas
Ecuador,2021-03-04,Datos Abiertos para la transparencia y la lucha contra la corrupción,,"Hacer alusión a la celebración del Día de los Datos Abiertos y los proyectos y procesos que del Ministerio de Telecomunicaciones y de la Sociedad de la Infromación, y de la Secretaría Técnica Planifica Ecuador en relación con los datos abiertos para la transparencia y la lucha contra la corrupción. ",,11:00,,,False,-0.201562,-78.486858,False,200,True,https://telecom-ec.webex.com/mw3300/mywebex/default.do?nomenu=true&siteurl=telecom-ec-en&service=6&rnd=0.6412821991820105&main_url=https://telecom-ec.webex.com/ec3300/eventcenter/event/eventAction.do%3FtheAction%3Ddetail%26%26%26EMK%3D4832534b00000004b5ee8ed28b829ce0240ecaa3435e0d5b36e55121ad94d7928633d7326145c0d6%26siteurl%3Dtelecom-ec-en%26confViewID%3D187618529376244428%26encryptTicket%3DSDJTSwAAAATguOXDLxXA4K60VhHxoUF8RJZ9_U30BNMvX_LEhXBVZQ2%26,"Ministerio de Telecomunicaciones y de la Sociedad de la Infromación, Secretaría Técnica Planifica Ecuador",Quito,,,,datos-abiertos-para-la-transparencia-y-la-lucha-contra-la-corrupcion,CST,,AMER,The Americas
